 1.62989399560620E-0003	-1.85406975690272E-0003
 7.33703769440172E-0003	-2.10463211419967E-0003
 1.30158504965817E-0002	-2.26341292046242E-0003
 1.86823399613098E-0002	-2.33110598256995E-0003
 2.43510774058701E-0002	-2.30996229608911E-0003
 3.00354164330552E-0002	-2.20343937957822E-0003
 3.57477080904140E-0002	-2.01594918535191E-0003
 4.14995371327733E-0002	-1.75267753618420E-0003
 4.73020099297961E-0002	-1.41948172754313E-0003
 5.31661169881337E-0002	-1.02290693544851E-0003
 5.91031716039311E-0002	-5.70395115444366E-0004
 6.51252885242143E-0002	-7.07942403020177E-0005
 7.12457984140480E-0002	 4.64685273720121E-0004
 7.74793589421012E-0002	 1.02088797702305E-0003
 8.38412677983487E-0002	 1.57636480581495E-0003
 9.03450851194131E-0002	 2.10040415484655E-0003
 9.69973113877547E-0002	 2.55045482248419E-0003
 1.03788326136148E-0001	 2.87270557518506E-0003
 1.10681741275880E-0001	 3.01037487094458E-0003
 1.17610199838147E-0001	 2.92209676378643E-0003
 1.24487647061290E-0001	 2.60254974635926E-0003
 1.31235718398214E-0001	 2.08842035126979E-0003
 1.37805659378785E-0001	 1.44332730982158E-0003
 1.44182247149059E-0001	 7.35280138433829E-0004
 1.50374484249854E-0001	 2.18085950519633E-0005
 1.56404062508916E-0001	-6.54482878679575E-0004
 1.62297218790674E-0001	-1.26442235052029E-0003
 1.68080393949444E-0001	-1.78902494451038E-0003
 1.73778407331445E-0001	-2.21646593455370E-0003
 1.79413962368581E-0001	-2.53981360489129E-0003
 1.85007756661914E-0001	-2.75549410012011E-0003
 1.90578818911362E-0001	-2.86231688572340E-0003
 1.96144895353253E-0001	-2.86089544518372E-0003
 2.01722810291632E-0001	-2.75333932795604E-0003
 2.07328773575095E-0001	-2.54313362071674E-0003
 2.12978629959650E-0001	-2.23515220418517E-0003
 2.18688056478962E-0001	-1.83577373618688E-0003
 2.24472721356895E-0001	-1.35309034353434E-0003
 2.30348421419506E-0001	-7.97226684767331E-0004
 2.36331205639775E-0001	-1.80828892602478E-0004
 2.42437451333631E-0001	 4.80158099276311E-0004
 2.48683752669576E-0001	 1.16523793459901E-0003
 2.55086248000097E-0001	 1.84740954223867E-0003
 2.61658568087489E-0001	 2.49042261859345E-0003
 2.68406957092725E-0001	 3.04585588623162E-0003
 2.75320977151077E-0001	 3.45256887467165E-0003
 2.82360761064593E-0001	 3.64405238566685E-0003
 2.89449296438940E-0001	 3.56878613671274E-0003
 2.96484167451008E-0001	 3.21688812746952E-0003
 3.03370016324496E-0001	 2.63069114652005E-0003
 3.10047959616285E-0001	 1.88679820634831E-0003
 3.16501099171610E-0001	 1.06663073084641E-0003
 3.22741843810483E-0001	 2.37362957711479E-0004
 3.28796749378626E-0001	-5.52871112468270E-0004
 3.34696468348102E-0001	-1.27222275674461E-0003
 3.40470842830505E-0001	-1.90062093508032E-0003
 3.46147109105087E-0001	-2.42591592275676E-0003
 3.51749599337344E-0001	-2.84114672805834E-0003
 3.57300051196798E-0001	-3.14275881024053E-0003
 3.62818108231736E-0001	-3.32949832515733E-0003
 3.68321834021420E-0001	-3.40176214113760E-0003
 3.73828172124411E-0001	-3.36125252300138E-0003
 3.79353329969454E-0001	-3.21083870175035E-0003
 3.84913083316209E-0001	-2.95456302753675E-0003
 3.90523005303076E-0001	-2.59775218906639E-0003
 3.96198628274170E-0001	-2.14720961429823E-0003
 4.01955551331410E-0001	-1.61147965473592E-0003
 4.07809511666939E-0001	-1.00119565485582E-0003
 4.13776434875209E-0001	-3.29562849899059E-0004
 4.19872445583396E-0001	 3.86909713778246E-0004
 4.26113711861729E-0001	 1.12723687045359E-0003
 4.32515752942051E-0001	 1.86411784819892E-0003
 4.39091402003890E-0001	 2.56136782346702E-0003
 4.45846064163582E-0001	 3.17128862008641E-0003
 4.52768928357201E-0001	 3.63446974681584E-0003
 4.59821344256968E-0001	 3.88704827277440E-0003
 4.66930294945624E-0001	 3.87958431794884E-0003
 4.73999445673333E-0001	 3.60096105841343E-0003
 4.80938169929444E-0001	 3.08779304796132E-0003
 4.87687962732294E-0001	 2.40898347857753E-0003
 4.94228380406437E-0001	 1.63979382544379E-0003
 5.00566762278021E-0001	 8.44164146078394E-0004
 5.06724921220468E-0001	 6.93519915404125E-0005
 5.12729776738647E-0001	-6.52379086059599E-0004
 5.18608432282562E-0001	-1.30006533117697E-0003
 5.24386117975268E-0001	-1.86065135176596E-0003
 5.30085596219053E-0001	-2.32647650845940E-0003
 5.35727207889157E-0001	-2.69356472474126E-0003
 5.41329152786274E-0001	-2.96050474687837E-0003
 5.46907821775083E-0001	-3.12773165555579E-0003
 5.52478104793446E-0001	-3.19707194610348E-0003
 5.58053648111547E-0001	-3.17145654441930E-0003
 5.63647058735260E-0001	-3.05473487153992E-0003
 5.69270069209133E-0001	-2.85154344440514E-0003
 5.74933688323931E-0001	-2.56720050095994E-0003
 5.80648373156275E-0001	-2.20761897218681E-0003
 5.86424262513388E-0001	-1.77925779970655E-0003
 5.92271504646208E-0001	-1.28916792450911E-0003
 5.98200683275815E-0001	-7.45231593259559E-0004
 6.04223284703272E-0001	-1.56732538685712E-0004
 6.10352044917052E-0001	 4.64586900202280E-0004
 6.16600857740192E-0001	 1.10285654260045E-0003
 6.22983703426432E-0001	 1.73581563519617E-0003
 6.29511814463233E-0001	 2.33237260013080E-0003
 6.36188295398914E-0001	 2.85125569565906E-0003
 6.43000377136280E-0001	 3.24325450445357E-0003
 6.49912246157459E-0001	 3.45989517385425E-0003
 6.56864705498118E-0001	 3.46814003804406E-0003
 6.63786466461220E-0001	 3.26379811399997E-0003
 6.70612748382889E-0001	 2.87373439790619E-0003
 6.77299647409606E-0001	 2.34534382537615E-0003
 6.83827489987295E-0001	 1.73174971876515E-0003
 6.90195895875007E-0001	 1.08108431881384E-0003
 6.96416509301561E-0001	 4.31905600719645E-0004
 7.02506993147094E-0001	-1.87216135477192E-0004
 7.08487121044610E-0001	-7.56285544325132E-0004
 7.14376567942834E-0001	-1.26204080365189E-0003
 7.20193798602039E-0001	-1.69626903191209E-0003
 7.25955593920297E-0001	-2.05444178188442E-0003
 7.31676924648101E-0001	-2.33466419737635E-0003
 7.37371005169236E-0001	-2.53687860572792E-0003
 7.43049439118998E-0001	-2.66225646600615E-0003
 7.48722418566743E-0001	-2.71272326598362E-0003
 7.54398969410741E-0001	-2.69057945896076E-0003
 7.60087251930566E-0001	-2.59820302644448E-0003
 7.65794928652196E-0001	-2.43784253911999E-0003
 7.71529603086578E-0001	-2.21152989436869E-0003
 7.77299314986035E-0001	-1.92115557541522E-0003
 7.83113054318312E-0001	-1.56875421088526E-0003
 7.88981230634157E-0001	-1.15704526478891E-0003
 7.94916006339420E-0001	-6.90266061292507E-0004
 8.00931363364070E-0001	-1.75322267276452E-0004
 8.07042708723364E-0001	 3.76749305059913E-0004
 8.13265729795391E-0001	 9.49099687248281E-0004
 8.19614122870204E-0001	 1.51748112966699E-0003
 8.26095880703878E-0001	 2.04947871367426E-0003
 8.32708321193816E-0001	 2.50579917049245E-0003
 8.39433218007609E-0001	 2.84497340896626E-0003
 8.46234823278250E-0001	 3.03164485133927E-0003
 8.53063593494052E-0001	 3.04591836584920E-0003
 8.59865574932701E-0001	 2.88910858478451E-0003
 8.66593421328067E-0001	 2.58262844408889E-0003
 8.73213995511610E-0001	 2.16108419399222E-0003
 8.79710372490800E-0001	 1.66364471519539E-0003
 8.86079480876858E-0001	 1.12722481818424E-0003
 8.92327895343480E-0001	 5.82744440459462E-0004
 8.98467712533340E-0001	 5.40029146039382E-0005
 9.04513388808771E-0001	-4.41855319255217E-0004
 9.10479673667913E-0001	-8.93167635793954E-0004
 9.16380440249344E-0001	-1.29242284407494E-0003
 9.22228144310682E-0001	-1.63504105028291E-0003
 9.28033687345043E-0001	-1.91835719753277E-0003
 9.33806531702707E-0001	-2.14081815763653E-0003
 9.39554976618367E-0001	-2.30137741591829E-0003
 9.45286540995601E-0001	-2.39907424857409E-0003
 9.51008412842791E-0001	-2.43279443740912E-0003
 9.56727925022495E-0001	-2.40121437833732E-0003
 9.62453013130701E-0001	-2.30292635007376E-0003
 9.68192611586630E-0001	-2.13673344853893E-0003
 9.73956949943919E-0001	-1.90209529655647E-0003
 9.79757718143127E-0001	-1.59970543099816E-0003
 9.85608068385701E-0001	-1.23218774828656E-0003
 9.91522404985575E-0001	-8.04904570945574E-0004
 9.97515880147698E-0001	-3.26858129435063E-0004
 1.00360347183270E+0000	 1.88378575735187E-0004
 1.00979849576492E+0000	 7.21865155210554E-0004
 1.01611044903537E+0000	 1.24895201265791E-0003
 1.02254227083316E+0000	 1.73988337711148E-0003
 1.02908748213296E+0000	 2.16188532687398E-0003
 1.03572814192752E+0000	 2.48301060911367E-0003
 1.04243483116723E+0000	 2.67731364757229E-0003
 1.04916954662594E+0000	 2.73000251725141E-0003
